category,subject,commission_cc_pct,commission_dbs_pct,commission_edbs_pct,commission_fbs_pct,commission_fbw_pct,commission_booking_pct
Аксессуары для электроники,Видеодиски,42.5,45.0,3.0,37.0,32.5,42.5
Спортивное питание и косметика,Чипсы протеиновые,35.5,45.0,3.0,29.0,24.5,35.5
Бытовая техника,Вышивальные машины,35.5,35.0,3.0,33.0,28.5,35.5
Товары для отдыха и кемпинга,Треноги костровые,38.5,45.0,3.0,42.0,37.5,38.5
Игрушки,Игровые палатки,38.5,45.0,3.0,38.0,33.5,38.5
Декор интерьера,Стеклянные клоши,39.5,45.0,3.0,39.0,34.5,39.5
Религия и эзотерика,Масла лампадные,19.5,25.0,3.0,33.0,29.5,19.5
Посуда и инвентарь,Масленки,39.5,45.0,3.0,39.0,34.5,39.5
Аксессуары для электроники,Насадки для фенов,35.5,35.0,3.0,33.0,28.5,35.5
Автозапчасти,Комплектующие топливоподкачивающих насосов,36.5,45.0,3.0,40.0,35.5,36.5
Красота,Влажные салфетки,42.5,45.0,3.0,37.0,32.5,42.5
Посуда и инвентарь,Кофейники,39.5,45.0,3.0,43.0,38.5,39.5
Автоаксессуары и дополнительное оборудование,Рамки для номеров,36.5,45.0,3.0,40.0,35.5,36.5
Товары для животных,Тальк для животных,31.5,35.0,3.0,35.0,26.5,31.5
Спортивный товар,Прицелы охотничьи,37.5,45.0,3.0,41.0,36.5,37.5
Спортивный товар,Разметки для игр,37.5,45.0,3.0,41.0,36.5,37.5
Товары для отдыха и кемпинга,Фильтрующие насосы для бассейнов,38.5,45.0,3.0,37.0,32.5,38.5
Транспортные средства,Мотобуксировщики,0.5,0.5,0.5,0.5,0.5,0.5
Текстиль для дома,Скатерти,39.5,45.0,3.0,43.0,38.5,39.5
Автоаксессуары и дополнительное оборудование,Всасывающие шноркели,36.5,45.0,3.0,36.0,31.5,36.5
Здоровье,СИПАП-аппараты,35.5,45.0,3.0,39.0,34.5,35.5
Декор интерьера,Домики сувенирные,39.5,45.0,3.0,35.0,30.5,39.5
Одежда для малышей,Жакеты для малышей,44.5,45.0,3.0,48.0,43.5,44.5
Продукты,Ряженка,4.5,4.5,3.0,25.0,20.5,4.5
Товары для малышей,Молокоотсосы электрические,36.5,45.0,3.0,40.0,35.5,36.5
Спецодежда и СИЗы,Каски защитные,38.5,45.0,3.0,42.0,37.5,38.5
Мебель для сна,Матрасы детские,36.5,45.0,3.0,37.0,32.5,36.5
Мототовары,Наклейки для мототехники,36.5,45.0,3.0,36.0,31.5,36.5
Автоаксессуары и дополнительное оборудование,Органайзеры в багажник,36.5,45.0,3.0,36.0,31.5,36.5
Товары для животных,Когтерезки,31.5,35.0,3.0,35.0,30.5,31.5
Продукты,Джезерье,4.5,4.5,3.0,26.0,21.5,4.5
Для праздника,Наборы для праздника,42.5,45.0,3.0,45.0,40.5,42.5
Крупная бытовая техника,Мини-холодильники,29.5,35.0,3.0,22.5,21.5,29.5
Религия и эзотерика,Иконы,19.5,25.0,3.0,33.0,29.5,19.5
Белье,Термотрусы,44.5,45.0,3.0,44.0,39.5,44.5
Спортивные аксессуары,Компрессионные мешки,39.5,45.0,3.0,39.0,34.5,39.5
Аксессуары для электроники,Чехлы для наушников,44.5,45.0,3.0,43.0,38.5,44.5
Канцелярские товары,Классные журналы,39.5,45.0,3.0,36.0,31.5,39.5
Садовые инструменты и полив,Высоторезы,39.5,45.0,3.0,38.0,33.5,39.5
Спортивный товар,Сноускейты,37.5,45.0,3.0,31.0,26.5,37.5
Спортивный товар,Нашивки спортивные,37.5,45.0,3.0,37.0,32.5,37.5
Ручной инструмент и оснастка,Фильтры для краски,41.5,45.0,3.0,35.0,30.5,41.5
Мебель на заказ,Гардеробные системы,36.5,45.0,3.0,32.0,27.5,36.5
Красота,Декор для маникюра,42.5,45.0,3.0,41.0,36.5,42.5
Канцелярские товары,Органайзеры для сменных блоков,39.5,45.0,3.0,43.0,38.5,39.5
Электроинструмент и оборудование,Бензорезы,41.5,45.0,3.0,38.0,33.5,41.5
Строительные материалы,Стяжка,38.5,45.0,3.0,27.0,22.5,38.5
Шторы и аксессуары,Шторы и аксессуары,39.5,45.0,3.0,43.0,38.5,39.5
Спортивный товар,Краги для снегоходов,37.5,45.0,3.0,36.5,32.0,37.5
Мебель для сна,Матрасы,36.5,45.0,3.0,36.0,31.5,36.5
Красота,Магниты для маникюра,42.5,45.0,3.0,37.0,32.5,42.5
Ручной инструмент и оснастка,Шлиф-ленты,41.5,45.0,3.0,41.0,36.5,41.5
Красота,Ресницы для наращивания,42.5,45.0,3.0,46.0,41.5,42.5
Садовая техника,Аккумуляторы для садовой техники,38.5,45.0,3.0,42.0,37.5,38.5
Товары для животных,Пудры для животных,31.5,35.0,3.0,31.0,26.5,31.5
Спортивные аксессуары,Сумки спортивные,39.5,45.0,3.0,41.0,36.5,39.5
Товары для животных,Шлейки,31.5,35.0,3.0,35.0,30.5,31.5
Канцелярские товары,Пружины для переплета,39.5,45.0,3.0,43.0,38.5,39.5
Спортивные аксессуары,Лыжи для самоката,39.5,45.0,3.0,39.0,34.5,39.5
Автозапчасти,Днища кузова,36.5,45.0,3.0,36.0,31.5,36.5
Все для садоводства,Газонные травы и сидераты,39.5,45.0,3.0,39.5,38.5,39.5
Товары для малышей,Держатели для пустышек,36.5,45.0,3.0,36.0,31.5,36.5
Головные уборы,Шапки-ушанки,44.5,45.0,3.0,38.0,33.5,44.5
Белье,Бретели,44.5,45.0,3.0,40.0,35.5,44.5
Спортивный товар,Защита велосипеда,37.5,45.0,3.0,32.0,27.5,37.5
Шторы и аксессуары,Жалюзи,39.5,45.0,3.0,43.0,38.5,39.5
Аксессуары для обуви,Полустельки,44.5,45.0,3.0,44.0,39.5,44.5
Для праздника,Бумажные шары,42.5,45.0,3.0,42.0,37.5,42.5
Спецодежда и СИЗы,Тапочки одноразовые,38.5,45.0,3.0,38.0,33.5,38.5
Посуда и инвентарь,Зажимы для пакетов,39.5,45.0,3.0,33.0,28.5,39.5
Красота,Средства для разбавления лака,42.5,45.0,3.0,37.0,32.5,42.5
Спортивный товар,Колеса для лыжероллеров,37.5,45.0,3.0,37.0,32.5,37.5
Автозапчасти,Вентиляторы автомобильные,36.5,45.0,3.0,36.0,31.5,36.5
Автозапчасти,Крышки зубчатого ремня,36.5,45.0,3.0,38.0,33.5,36.5
Отделочные материалы,Стеклохолсты малярные,38.5,45.0,3.0,37.0,32.5,38.5
Красота,Накладные ногти,42.5,45.0,3.0,44.0,39.5,42.5
Товары для малышей,Подушки для малышей,36.5,45.0,3.0,36.0,31.5,36.5
Строительные материалы,Швеллеры,38.5,45.0,3.0,32.0,27.5,38.5
Продукты,Рыба вяленая,4.5,4.5,3.0,35.0,30.5,4.5
Освещение,Керосиновые лампы,39.5,45.0,3.0,39.0,34.5,39.5
Ручной инструмент и оснастка,Буры,41.5,45.0,3.0,43.0,38.5,41.5
Товары для малышей,Контейнеры для игрушек,36.5,45.0,3.0,36.0,31.5,36.5
Товары для животных,Соль для аквариумов,31.5,35.0,3.0,35.0,30.5,31.5
Текстиль для дома,Коврики для лестницы,39.5,45.0,3.0,39.0,34.5,39.5
Спортивный товар,Велоинструменты,37.5,45.0,3.0,41.0,36.5,37.5
Продукты,Кальмар сушеный,4.5,4.5,3.0,31.0,26.5,4.5
Аксессуары,Часы-кулон,44.5,45.0,3.0,44.0,39.5,44.5
Техника для красоты и здоровья,Расчески лазерные,35.5,35.0,3.0,33.0,28.5,35.5
Электрика,Патроны для ламп,38.5,45.0,3.0,35.0,30.5,38.5
Спортивный товар,Электро дрифт-карты,40.5,45.0,3.0,32.0,27.5,40.5
Продукты,Стейки,4.5,4.5,3.0,26.0,21.5,4.5
Все для садоводства,Субстраты,39.5,45.0,3.0,29.5,28.5,39.5
Спортивный товар,Подсачники,37.5,45.0,3.0,41.0,36.5,37.5
Товары для животных,Инструменты медицинские для животных,31.5,35.0,3.0,31.0,26.5,31.5
Строительные материалы,Тавры,38.5,45.0,3.0,32.0,27.5,38.5
Электроинструмент и оборудование,Станки обрабатывающие,41.5,45.0,3.0,42.0,37.5,41.5
Красота,Кисти косметические,42.5,45.0,3.0,46.0,41.5,42.5
Посуда и инвентарь,Центрифуги для салата,39.5,45.0,3.0,39.0,34.5,39.5
Электрика,Комплектующие для светильников,38.5,45.0,3.0,35.0,30.5,38.5
Хозяйственные товары,Коврики для глажения,39.5,45.0,3.0,39.0,34.5,39.5
Спортивный товар,Столы туристические,37.5,45.0,3.0,34.0,29.5,37.5
Товары для малышей,Пояса от колик,36.5,45.0,3.0,40.0,35.5,36.5
Здоровье,Устройства антихрап,35.5,45.0,3.0,37.0,32.5,35.5
Строительные материалы,Саморезы кровельные,38.5,45.0,3.0,23.0,18.5,38.5
Автозапчасти,Электрооборудование двигателя,36.5,45.0,3.0,36.0,31.5,36.5
Продукты,Хлопья гороховые,4.5,4.5,3.0,35.0,30.5,4.5
Сантехника,Насосно-смесительные узлы,37.5,45.0,3.0,41.0,36.5,37.5
Ручной инструмент и оснастка,Ложементы для инструментов,41.5,45.0,3.0,35.0,30.5,41.5
Мебель офисная и торговое оборудование,Кронштейны для наружной рекламы,36.5,45.0,3.0,36.5,32.0,36.5
Автоаксессуары и дополнительное оборудование,Автономные отопители,36.5,45.0,3.0,36.0,31.5,36.5
Красота,Щетки косметические,42.5,45.0,3.0,42.0,37.5,42.5
Продукты,Цикорий,4.5,4.5,3.0,35.0,30.5,4.5
Автоаксессуары и дополнительное оборудование,Болты колесные,36.5,45.0,3.0,40.0,35.5,36.5
Здоровье,Магниты медицинские,42.5,45.0,3.0,35.0,30.5,42.5
Автозапчасти,Тяги автомобильные,36.5,45.0,3.0,40.0,35.5,36.5
Здоровье,Рукавицы одноразовые,42.5,45.0,3.0,35.0,30.5,42.5
Ветаптека,Гормональные препараты для животных,31.5,35.0,3.0,28.0,23.5,31.5
Бижутерия,Чокеры,38.5,45.0,3.0,42.0,37.5,38.5
Аксессуары для электроники,CD проигрыватели,42.5,45.0,3.0,35.0,30.5,42.5
Спортивный товар,Ледобуры,37.5,45.0,3.0,37.0,32.5,37.5
Спортивные аксессуары,Козырьки спортивные,39.5,45.0,3.0,43.0,38.5,39.5
Спортивный товар,Чехлы для дубинок,37.5,45.0,3.0,41.0,36.5,37.5
Техника для кухни,Стерилизаторы и очистители продуктов,34.5,35.0,3.0,34.0,29.5,34.5
Канцелярские товары,Корректирующая жидкость,39.5,45.0,3.0,29.0,24.5,39.5
Техника для кухни,Аппараты для запаивания пакетов,34.5,35.0,3.0,38.0,33.5,34.5
Здоровье,Маски БиПАП,42.5,45.0,3.0,37.0,32.5,42.5
